 ID,Gene.symbol,Gene.title,log2Exp,log2FC
222439_s_at,THRAP3,thyroid hormone receptor associated protein 3,2.653,-2.171
222448_s_at,CMPK1,cytidine/uridine monophosphate kinase 1,9.864,1.18
222449_at,PMEPA1,"prostate transmembrane protein, androgen induced 1",10.651,-1.731
222454_s_at,PARVA,parvin alpha,6.906,-1.456
222469_s_at,TOLLIP,toll interacting protein,6.254,-1.587
222476_at,CNOT6,CCR4-NOT transcription complex subunit 6,9.978,-1.037
222477_s_at,TM7SF3,transmembrane 7 superfamily member 3,10.254,-1.382
222481_at,TIMM10B,translocase of inner mitochondrial membrane 10 homolog B (yeast),8.49,-1.154
222483_at,EFHD2,EF-hand domain family member D2,7.225,-2.093
222484_s_at,CXCL14,C-X-C motif chemokine ligand 14,3.75,-5.005
222492_at,PDXK,"pyridoxal (pyridoxine, vitamin B6) kinase",7.722,-1.181
222503_s_at,WDR41,WD repeat domain 41,9.727,-1.654
222504_s_at,EMC8,ER membrane protein complex subunit 8,6.74,2.252
222519_s_at,IFT57,intraflagellar transport 57,7.151,1.338
222533_at,CRBN,cereblon,9.056,-1.182
222581_at,XPR1,xenotropic and polytropic retrovirus receptor 1,9.427,-1.138
222583_s_at,NUP50,nucleoporin 50,7.093,-1.228
222611_s_at,PSPC1,paraspeckle component 1,4.439,2.027
222618_at,SMU1,DNA replication regulator and spliceosomal factor,8.052,-1.05
222643_s_at,BBS1,Bardet-Biedl syndrome 1,4.135,-2.116
222644_s_at,COLGALT1,collagen beta(1-O)galactosyltransferase 1,6.244,-1.481
222647_at,SLC35C1,solute carrier family 35 member C1,7.105,-1.622
222655_s_at,IMPAD1,inositol monophosphatase domain containing 1,1.785,-1.397
222677_x_at,AURKAIP1,aurora kinase A interacting protein 1,1.629,-1.355
222718_at,TMEM8A,transmembrane protein 8A,7.491,-1.079
222724_at,VWA1,von Willebrand factor A domain containing 1,1.878,-2.022
222751_at,HERPUD2,HERPUD family member 2,9.834,-1.298
222752_s_at,TMEM206,transmembrane protein 206,9.352,-1.039
222753_s_at,SPCS3,signal peptidase complex subunit 3,8.927,-1.805
222756_s_at,ARRB1,arrestin beta 1,6.312,1.437
222757_s_at,ZAK,sterile alpha motif and leucine zipper containing kinase AZK,8.523,-2.109
222760_at,ZNF703,zinc finger protein 703,3.74,-3.536
222761_at,BIVM,"basic, immunoglobulin-like variable motif containing",8.297,-1.285
222784_at,SMOC1,SPARC related modular calcium binding 1,5.91,-1.596
222803_at,PRTFDC1,phosphoribosyl transferase domain containing 1,8.154,5.168
222805_at,MANEA,mannosidase endo-alpha,8.561,-1.107
222820_at,TNRC6C,trinucleotide repeat containing 6C,6.464,1.614
222831_at,SAP30L,SAP30 like,4.443,-2.934
222834_s_at,GNG12,G protein subunit gamma 12,6.342,-1.063
222835_at,THSD4,thrombospondin type 1 domain containing 4,7.3,-2.065
222852_at,C10orf88,chromosome 10 open reading frame 88,7.492,-1.285
222853_at,FLRT3,fibronectin leucine rich transmembrane protein 3,7.21,-5.158
222855_s_at,TRPV2,transient receptor potential cation channel subfamily V member 2,3.013,-1.883
222859_s_at,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1,5.059,-5.071
222870_s_at,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",9.598,-1.482
222874_s_at,CLN8,"ceroid-lipofuscinosis, neuronal 8",6.629,-1.004
222879_s_at,POLH,DNA polymerase eta,5.68,-2.127
222892_s_at,TMEM40,transmembrane protein 40,6.733,-6.412
222894_x_at,NDUFAF5,NADH:ubiquinone oxidoreductase complex assembly factor 5,9.001,-1.097
222898_s_at,DLL3,delta like canonical Notch ligand 3,3.273,-2.204
222920_s_at,TESPA1,"thymocyte expressed, positive selection associated 1",2.145,-1.396
222937_s_at,MMP28,matrix metallopeptidase 28,5.812,-1.738
222940_at,SULT1E1,sulfotransferase family 1E member 1,4.844,-2.44
222945_x_at,OLAH,oleoyl-ACP hydrolase,4.405,-3.268
222969_at,B3GALT1,"beta-1,3-galactosyltransferase 1",5.035,-1.184
222970_at,,,2.539,-2.499
222971_at,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2,2.087,-1.871
222977_at,SURF4,surfeit 4,9.488,-1.075
222979_s_at,SURF4,surfeit 4,9.67,-1.205
222981_s_at,RAB10,"RAB10, member RAS oncogene family",10.732,-1.106
222999_s_at,CCNL2,cyclin L2,10.952,-1.145
223044_at,SLC40A1,solute carrier family 40 member 1,7.444,4.156
223078_s_at,TMOD3,tropomodulin 3,7.315,-1.543
223083_s_at,RAB4B-EGLN2///EGLN2///RAB4B,"RAB4B-EGLN2 readthrough (NMD candidate)///egl-9 family hypoxia inducible factor 2///RAB4B, member RAS oncogene family",3.062,-1.731
223095_at,MARVELD1,MARVEL domain containing 1,8.99,-2.082
223098_s_at,LOC100507577///LONP2,"uncharacterized LOC100507577///lon peptidase 2, peroxisomal",8.536,-1.08
223117_s_at,USP47,ubiquitin specific peptidase 47,8.832,-1.055
223119_s_at,USP47,ubiquitin specific peptidase 47,6.955,-1.663
223121_s_at,SFRP2,secreted frizzled related protein 2,2.136,-1.399
223127_s_at,C1orf21,chromosome 1 open reading frame 21,3.68,-1.828
223130_s_at,MYLIP,myosin regulatory light chain interacting protein,8.531,1.311
223136_at,AIG1,androgen induced 1,10.113,-2.236
223145_s_at,AKIRIN2,akirin 2,9.005,-1.11
223150_s_at,PTPN23,"protein tyrosine phosphatase, non-receptor type 23",7.807,-1.856
223170_at,TMEM98,transmembrane protein 98,3.276,-5.32
223174_at,BTBD10,BTB domain containing 10,9.309,-1.578
223183_at,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,7.079,-1.098
223187_s_at,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1,10.396,-1.016
223192_at,SLC25A28,solute carrier family 25 member 28,7.976,-1.236
223194_s_at,SLC22A23,solute carrier family 22 member 23,7.324,-3.211
223195_s_at,SESN2,sestrin 2,5.865,-1.443
223196_s_at,SESN2,sestrin 2,7.556,-2.599
223200_s_at,LSG1,large 60S subunit nuclear export GTPase 1,6.664,1.909
223209_s_at,VIMP,VCP interacting membrane selenoprotein,10.811,-1.556
223212_at,ZDHHC16,zinc finger DHHC-type containing 16,10.004,-1.311
223222_at,SLC25A19,solute carrier family 25 member 19,7.886,1.17
223235_s_at,SMOC2,SPARC related modular calcium binding 2,2.513,-3.323
223246_s_at,STRBP,spermatid perinuclear RNA binding protein,6.862,1.259
223260_s_at,POLK,DNA polymerase kappa,6.574,-1.265
223264_at,MESDC1,mesoderm development candidate 1,8.775,-1.606
223268_at,C11orf54,chromosome 11 open reading frame 54,9.087,1.424
223278_at,GJB2,gap junction protein beta 2,6.333,-7.984
223290_at,PDXP///SH3BP1,pyridoxal phosphatase///SH3 domain binding protein 1,7.717,1.551
223296_at,SLC25A33,solute carrier family 25 member 33,9.046,1.509
223318_s_at,ALKBH7,alkB homolog 7,6.45,1.646
223324_s_at,TRPM7,transient receptor potential cation channel subfamily M member 7,8.229,-1.524
223325_at,TXNDC11,thioredoxin domain containing 11,7.996,-1.231
223326_s_at,GOLGA2P10,golgin A2 pseudogene 10,8.453,-1.563
223327_x_at,GOLGA2P10,golgin A2 pseudogene 10,8.186,-2.047
223337_at,CWC27,CWC27 spliceosome associated protein homolog,9.775,-1.052
223339_at,ATPIF1,ATPase inhibitory factor 1,8.937,-1.196
223343_at,MS4A7,membrane spanning 4-domains A7,4.074,-1.856
223353_at,MOB2,MOB kinase activator 2,7.157,-1.142
223356_s_at,MTIF3,mitochondrial translational initiation factor 3,9.221,-1.052
223358_s_at,PDE7A,phosphodiesterase 7A,9.147,-1.435
223364_s_at,DHX37,DEAH-box helicase 37,6.971,1.798
223377_x_at,CISH,cytokine inducible SH2 containing protein,7.153,-1.267
223384_s_at,TRIM4,tripartite motif containing 4,8.697,-1.288
223385_at,CYP2S1,cytochrome P450 family 2 subfamily S member 1,5.581,-1.627
223387_at,ZFYVE1,zinc finger FYVE-type containing 1,8.885,-1.094
223390_at,ARRDC1-AS1,ARRDC1 antisense RNA 1,5.067,1.195
223391_at,SGPP1,sphingosine-1-phosphate phosphatase 1,10.198,-1.437
223392_s_at,TSHZ3,teashirt zinc finger homeobox 3,6.619,-2.345
223393_s_at,TSHZ3,teashirt zinc finger homeobox 3,6.736,-2.283
223394_at,SERTAD1,SERTA domain containing 1,8.998,-2.061
223411_at,MIF4GD,MIF4G domain containing,8.229,-1.17
223415_at,RPP25,ribonuclease P/MRP subunit p25,5.998,2.835
223418_x_at,ANKRD13C,ankyrin repeat domain 13C,8.898,1.025
223423_at,GPR160,G protein-coupled receptor 160,7.092,3.963
223428_s_at,ISY1,ISY1 splicing factor homolog,7.668,1.214
223435_s_at,PCDHA1///PCDHA2///PCDHA3///PCDHA4///PCDHA5///PCDHA6///PCDHA7///PCDHA8///PCDHA10///PCDHA11///PCDHA12///PCDHA13///PCDHAC1///PCDHAC2///PCDHA9,"protocadherin alpha 1///protocadherin alpha 2///protocadherin alpha 3///protocadherin alpha 4///protocadherin alpha 5///protocadherin alpha 6///protocadherin alpha 7///protocadherin alpha 8///protocadherin alpha 10///protocadherin alpha 11///protocadherin alpha 12///protocadherin alpha 13///protocadherin alpha subfamily C, 1///protocadherin alpha subfamily C, 2///protocadherin alpha 9",8.226,-1.735
223451_s_at,CKLF,chemokine like factor,10.177,1.334
223455_at,TCHP,trichoplein keratin filament binding,9.16,-1.181
223464_at,OSBPL5,oxysterol binding protein like 5,5.853,-2.81
223466_x_at,COL4A3BP,collagen type IV alpha 3 binding protein,6.921,-1.518
223482_at,TMEM120A,transmembrane protein 120A,8.167,-1.329
223489_x_at,EXOSC3,exosome component 3,6.457,2.413
223492_s_at,LRRFIP1,LRR binding FLII interacting protein 1,9.143,-1.799
223500_at,CPLX1,complexin 1,5.994,3.843
223510_at,NRP2,neuropilin 2,6.283,-1.342
223512_at,SAR1B,secretion associated Ras related GTPase 1B,7.946,-1.76
223516_s_at,TOMM6///PRICKLE4,translocase of outer mitochondrial membrane 6///prickle planar cell polarity protein 4,11.095,1.3
223533_at,LOC101927933///LRRC8C,uncharacterized LOC101927933///leucine rich repeat containing 8 family member C,6.479,-4.452
223535_at,NUDT12,nudix hydrolase 12,8.012,-1.535
223544_at,TMEM79,transmembrane protein 79,7.122,-2.436
223553_s_at,DOK3,docking protein 3,6.515,-1.309
223562_at,PARVG,parvin gamma,3.802,-1.508
223565_at,MZB1,marginal zone B and B1 cell specific protein,1.894,-2.086
223568_s_at,PLPP5,phospholipid phosphatase 5,7.876,-1.13
223569_at,PLPP5,phospholipid phosphatase 5,6.711,-1.441
223583_at,TNFAIP8L2,TNF alpha induced protein 8 like 2,5.657,-1.468
223596_at,SLC12A6,solute carrier family 12 member 6,6.726,-1.881
223606_x_at,GPALPP1,GPALPP motifs containing 1,8.434,-1.122
223608_at,EFCAB2,EF-hand calcium binding domain 2,8.246,2.363
223609_at,ROPN1L,rhophilin associated tail protein 1 like,5.043,1.683
223610_at,SEMA5B,semaphorin 5B,7.021,-1.239
223615_at,ABI3,ABI family member 3,5.854,-1.416
223618_at,FMN2,formin 2,5.035,3.242
223631_s_at,C19orf33,chromosome 19 open reading frame 33,10.058,-3.113
223633_s_at,,,5.377,1.806
223637_s_at,FAM160A2,family with sequence similarity 160 member A2,7.964,-1.299
223642_at,ZIC2,Zic family member 2,8.329,2.613
223654_s_at,CELF4,"CUGBP, Elav-like family member 4",4.493,1.854
223656_s_at,TMEM234,transmembrane protein 234,7.819,-1.52
223657_at,FAM167B,family with sequence similarity 167 member B,3.106,-1.681
223658_at,KCNK6,potassium two pore domain channel subfamily K member 6,6.561,-3.243
223662_x_at,DDX59,DEAD-box helicase 59,8.253,-1.074
223663_at,CCDC88B,coiled-coil domain containing 88B,4.936,-1.378
223665_at,ACTRT3,actin related protein T3,5.751,2.364
223670_s_at,HEMGN,hemogen,3.774,-1.769
223676_at,TMEM234,transmembrane protein 234,6.056,-1.586
223681_s_at,PATJ,"PATJ, crumbs cell polarity complex component",8.955,-2.215
223707_at,SNORA3A///RPL27A,"small nucleolar RNA, H/ACA box 3A///ribosomal protein L27a",6.723,-1.164
223709_s_at,WNT10A,Wnt family member 10A,4.923,-1.294
223720_at,SPINK7,"serine peptidase inhibitor, Kazal type 7 (putative)",2.831,-3.608
223725_at,LINC00852,long intergenic non-protein coding RNA 852,4.235,-2.064
223727_at,KCNIP2,potassium voltage-gated channel interacting protein 2,6.377,-1.469
223736_at,IFT81,intraflagellar transport 81,3.109,-2.93
223740_at,AGPAT4-IT1,AGPAT4 intronic transcript 1,6.526,-2.372
223748_at,SLC4A11,solute carrier family 4 member 11,7.734,-1.39
223750_s_at,TLR10,toll like receptor 10,2.672,-1.644
223758_s_at,GTF2H2C///GTF2H2B///GTF2H2,GTF2H2 family member C///general transcription factor IIH subunit 2B (pseudogene)///general transcription factor IIH subunit 2,8.638,2.017
223762_at,TMOD4///VPS72,tropomodulin 4///vacuolar protein sorting 72 homolog,2.463,-2.436
223774_at,SNORA16A///SNORA61///SNORA44///SNHG12,"small nucleolar RNA, H/ACA box 16A///small nucleolar RNA, H/ACA box 61///small nucleolar RNA, H/ACA box 44///small nucleolar RNA host gene 12",7.995,-1.458
223776_x_at,TINF2,TERF1 interacting nuclear factor 2,9.064,-1.601
223795_at,TSPAN10,tetraspanin 10,5.996,-1.115
223800_s_at,LIMS4///LIMS3,LIM zinc finger domain containing 4///LIM zinc finger domain containing 3,4.935,-1.122
223802_s_at,RBBP6,"RB binding protein 6, ubiquitin ligase",8.321,-1.695
223805_at,OSBPL6,oxysterol binding protein like 6,8.915,-2.187
223808_s_at,PTPMT1///NDUFS3,"protein tyrosine phosphatase, mitochondrial 1///NADH:ubiquinone oxidoreductase core subunit S3",9.269,-1.234
223809_at,RGS18,regulator of G-protein signaling 18,3.778,-2.196
223813_at,PRND,prion protein 2 (dublet),5.316,-1.067
223828_s_at,LGALS12,galectin 12,2.691,-1.851
223829_at,TKTL2,transketolase like 2,4.589,-1.136
223832_s_at,CAPNS2,calpain small subunit 2,6.294,-1.747
223834_at,CD274,CD274 molecule,6.228,-1.849
223839_s_at,,,8.735,-2.298
223858_at,ESRRB,estrogen related receptor beta,2.96,-2.049
223867_at,TEKT3,tektin 3,0.924,-1.375
223873_s_at,,,2.054,-3.019
223904_at,PRKAG3,protein kinase AMP-activated non-catalytic subunit gamma 3,6.062,-1.08
223911_at,,,3.258,-1.841
223919_at,TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1,6.775,-1.532
223925_s_at,MTPN,myotrophin,5.634,2.491
223926_at,KIF2B,kinesin family member 2B,2.621,-2.055
223930_at,,,5.757,-1.193
223938_at,TEX35,testis expressed 35,5.253,-1.098
223939_at,SUCNR1,succinate receptor 1,2.657,-3.469
223950_s_at,FLYWCH1,FLYWCH-type zinc finger 1,7.973,-1.347
223951_at,,,5.344,-1.143
223957_at,,,3.097,-2.25
223967_at,ANGPTL6,angiopoietin like 6,3.202,-1.572
223971_at,OR2A9P///OR2A20P,olfactory receptor family 2 subfamily A member 9 pseudogene///olfactory receptor family 2 subfamily A member 20 pseudogene,6.419,-1.218
223976_at,FUT10,fucosyltransferase 10,5.514,-1.121
223991_s_at,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2,7.979,-2.22
223993_s_at,CNIH4,cornichon family AMPA receptor auxiliary protein 4,11.634,-1.103
224001_at,FAM135B,family with sequence similarity 135 member B,6.564,-1.213
224003_at,TTTY14,"testis-specific transcript, Y-linked 14 (non-protein coding)",1.718,-1.31
224005_at,,,6.731,-1.482
224007_at,HSFY2///HSFY1,"heat shock transcription factor, Y-linked 2///heat shock transcription factor, Y-linked 1",4.711,-1.21
224013_s_at,SOX7,SRY-box 7,5.227,-1.995
224026_at,,,5.37,-1.514
224027_at,CCL28,C-C motif chemokine ligand 28,5.565,2.096
224038_at,TIMM23,translocase of inner mitochondrial membrane 23,2.465,-1.59
224039_at,FAM186B,family with sequence similarity 186 member B,3.329,-1.33
224040_at,TTTY5,"testis-specific transcript, Y-linked 5 (non-protein coding)",4.662,-1.915
224043_s_at,UPB1,beta-ureidopropionase 1,1.542,-1.401
224047_at,,,4.692,2.233
224049_at,KCNK17,potassium two pore domain channel subfamily K member 17,5.701,-1.452
224058_s_at,HSD17B7P2,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2,5.247,-1.674
224059_s_at,NUMBL,"NUMB like, endocytic adaptor protein",3.253,-1.966
224071_at,IL20,interleukin 20,5.43,-1.292
224072_s_at,KCNK9,potassium two pore domain channel subfamily K member 9,3.08,-1.99
224077_at,WHSC1L1,Wolf-Hirschhorn syndrome candidate 1-like 1,0.323,-1.973
224084_at,,,5.01,-1.55
224096_at,MIR4755,microRNA 4755,4.778,-1.533
224098_at,,,1.595,-2.588
224099_at,KCNH7,potassium voltage-gated channel subfamily H member 7,5.294,-1.097
224113_at,CARD14,caspase recruitment domain family member 14,3.861,-2.224
224117_at,LOC284912///MB,uncharacterized LOC284912///myoglobin,3.144,-2.241
224131_at,HCAR1,hydroxycarboxylic acid receptor 1,3.008,-2.082
224135_at,WDR87,WD repeat domain 87,5.07,-1.835
224137_at,CACNG7,calcium voltage-gated channel auxiliary subunit gamma 7,5.769,-1.316
224138_at,CBX2,chromobox 2,5.123,-1.697
224140_at,NPCDR1,"nasopharyngeal carcinoma, down-regulated 1",5.188,-1.209
224144_at,SPTBN4,"spectrin beta, non-erythrocytic 4",5.699,1.115
224150_s_at,CEP70,centrosomal protein 70,8.951,1.181
224166_at,SLC25A2,solute carrier family 25 member 2,5.356,-1.298
224186_s_at,RNF123,ring finger protein 123,7.934,-1.188
224195_at,TTTY12,"testis-specific transcript, Y-linked 12 (non-protein coding)",5.086,-1.637
224202_at,SUFU,SUFU negative regulator of hedgehog signaling,3.042,-2.272
224207_x_at,MMP28,matrix metallopeptidase 28,6.533,-2.393
224213_at,,,1.12,-1.644
224214_at,,,3.01,-2.527
224215_s_at,DLL1,delta like canonical Notch ligand 1,4.51,-6.606
224223_s_at,PDE11A,phosphodiesterase 11A,2.111,-2.028
224238_at,,,1.925,-1.47
224239_at,DEFB103A///DEFB103B,defensin beta 103A///defensin beta 103B,4.957,-1.743
224256_at,LOC100129449,PRO2055,4.013,-2.404
224289_s_at,VN1R10P,vomeronasal 1 receptor 10 pseudogene,3.052,-1.946
224291_at,CACNG6,calcium voltage-gated channel auxiliary subunit gamma 6,5.023,-2.536
224304_x_at,NIN,ninein,7.18,-1.008
224313_at,AASDHPPT,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,2.507,-1.305
224316_at,,,6.65,-1.048
224323_s_at,MRO,maestro,6.041,-1.077
224325_at,MIR4683///FZD8,microRNA 4683///frizzled class receptor 8,4.757,-3.278
224328_s_at,LCE3D,late cornified envelope 3D,6.689,-2.938
224334_s_at,MRPL51///SPTLC1,mitochondrial ribosomal protein L51///serine palmitoyltransferase long chain base subunit 1,9.505,1.268
224340_at,,,6.027,-1.037
224352_s_at,CFL2,cofilin 2,10.084,1.239
224355_s_at,MS4A8,membrane spanning 4-domains A8,3.161,-1.852
224357_s_at,MS4A4A,membrane spanning 4-domains A4A,3.065,-2.771
224374_s_at,EMILIN2,elastin microfibril interfacer 2,7.069,2.728
224393_s_at,CECR6,"cat eye syndrome chromosome region, candidate 6",1.937,-1.345
224396_s_at,ASPN,asporin,1.068,-1.676
224399_at,PDCD1LG2,programmed cell death 1 ligand 2,2.043,-1.545
224408_at,MCHR2,melanin concentrating hormone receptor 2,3.955,-2.228
224413_s_at,TM2D2,TM2 domain containing 2,10.381,-1.184
224415_s_at,HINT2,histidine triad nucleotide binding protein 2,10.582,1.03
224417_at,,,6.284,-1.228
224418_x_at,PMCHL1,pro-melanin concentrating hormone like 1 (pseudogene),5.322,-1.408
224419_x_at,PMCHL1,pro-melanin concentrating hormone like 1 (pseudogene),5.09,-1.473
224425_x_at,ACTR3BP2,ACTR3B pseudogene 2,6.583,-1.03
224432_at,SH3GLB2,SH3 domain containing GRB2 like endophilin B2,4.162,-1.833
224438_at,,,4.934,-1.135
224446_at,LLPH,"LLP homolog, long-term synaptic facilitation",9.709,1.173
224458_at,TMEM246,transmembrane protein 246,6.766,-4.185
224469_s_at,INF2,"inverted formin, FH2 and WH2 domain containing",8.729,-1.496
224475_at,,,4.175,-2.66
224476_s_at,MESP1,mesoderm posterior bHLH transcription factor 1,5.157,2.175
224485_s_at,SLC30A2,solute carrier family 30 member 2,2.14,-2.346
224498_x_at,AXIN2,axin 2,2.988,-2.449
224505_s_at,PLCD4,phospholipase C delta 4,6.13,-1.993
224530_s_at,KCNIP4,potassium voltage-gated channel interacting protein 4,1.259,-1.682
224539_s_at,PCDHAC2,"protocadherin alpha subfamily C, 2",1.282,-1.056
224540_at,LACRT,lacritin,2.88,-2.557
224543_at,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",6.091,-1.85
224559_at,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),6.915,-2.085
224576_at,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1,10.121,-1.717
224583_at,COTL1,coactosin like F-actin binding protein 1,11.227,1.309
224588_at,XIST,X inactive specific transcript (non-protein coding),4.696,-10.024
224589_at,XIST,X inactive specific transcript (non-protein coding),4.107,-6.024
224590_at,XIST,X inactive specific transcript (non-protein coding),2.721,-9.311
224611_s_at,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5,9.237,-1.268
224620_at,MAPK1,mitogen-activated protein kinase 1,2.95,-1.255
224624_at,LRRC8A,leucine rich repeat containing 8 family member A,10.765,-1.716
224669_at,SYS1,Sys1 golgi trafficking protein,8.742,-1.086
224673_at,LENG8,leukocyte receptor cluster member 8,7.288,-1.673
